,profundidad,Edad_del_hielo,Edad_del_gas,delta.D,polvo,CO2,CH4,TEMP_?D,tazaTemp,tazaCO2,tazaCH4
149,1610,116.85,113.79,-460.36,13.4,255.16,451,-58.8933333333333,-0.415662650602402,-13.879120879121,2.42512077294686
150,1620,117.68,114.7,-458.29,16.43,267.79,445.98,-58.5483333333333,-1.35772357723574,-8.50561797752808,-1.1377245508982
151,1630,118.5,115.59,-451.61,27.86,275.36,453.58,-57.435,0.086497890295315,2.11494252873569,90.9756097561047
152,1640,119.29,116.46,-452.02,10,273.52,490.88,-57.5033333333333,-0.650000000000006,2.1395348837209,-2.62179487179487
153,1650,120.09,117.32,-448.9,23,271.68,499.06,-56.9833333333333,-0.239035087719215,-3.4096385542168,-7.49541284403688
154,1660,120.85,118.15,-447.81,33.6,274.51,507.23,-56.8016666666667,0.063596491228031,-4.0853658536586,28.8275862068946
155,1670,121.61,118.97,-448.1,17,277.86,515.59,-56.85,-0.206666666666668,-1.09876543209875,-12.7311827956987
156,1680,122.36,119.78,-447.17,24.43,278.75,527.43,-56.695,-1.18468468468474,4.39240506329122,-2.25095057034222
157,1690,123.1,120.57,-441.91,30.1,275.28,539.27,-55.8183333333333,0.210045662100547,4.39240506329107,9.00000000000037
158,1700,123.83,121.36,-442.83,5,271.81,547.55,-55.9716666666667,-1.46244131455407,3.27631578947367,-0.947030497592316
159,1710,124.54,122.12,-436.6,7,269.32,553.45,-54.9333333333333,0.462441314554085,3.18666666666665,2.28934010152287
160,1720,125.25,122.87,-438.57,58,266.93,557.96,-55.2616666666667,1.12380952380942,1.31081081081086,0.510593220338973
161,1730,125.95,123.61,-443.29,22.88,265.96,560.37,-56.0483333333333,-0.942857142857134,-2.84722222222224,-0.946969696969688
162,1740,126.65,124.33,-439.33,16,268.01,564.12,-55.3883333333333,-1.11594202898552,-2.88732394366196,-1.43506493506493
163,1750,127.34,125.04,-434.71,48,270.06,570.75,-54.6183333333333,0.438095238095293,-2.84722222222224,3.59782608695646
164,1760,128.04,125.76,-436.55,17.8,272.11,577.37,-54.925,-0.352380952380989,-2.84722222222224,-4.47972972972967
165,1770,128.74,126.48,-435.07,12.33,274.16,584,-54.6783333333333,0.476190476190579,1.3098591549296,0.519999999999982
166,1780,129.44,127.19,-437.07,25.67,273.23,585.04,-55.0116666666667,-0.408450704225346,4.23943661971825,-0.89655172413796
167,1790,130.15,127.9,-435.33,26.2,270.22,586.6,-54.7216666666667,-1.23708920187802,4.22535211267601,-1.41745730550286
168,1800,130.86,128.61,-430.06,24,267.22,594.07,-53.8433333333333,-1.06103286384974,-2.84722222222216,-1.65265486725662
169,1810,131.57,129.33,-425.54,55.06,269.27,601.54,-53.09,0.372685185185133,-5.0694444444445,4.64596273291939
170,1820,132.29,130.05,-427.15,14.43,272.92,609.02,-53.3583333333333,-1.4282407407407,-0.712328767123273,-1.21069692058348
171,1830,133.01,130.78,-420.98,9.2,273.44,616.49,-52.33,1.71917808219174,4.97260273972609,1.66533864541833
172,1840,133.74,131.51,-428.51,30.5,269.81,629.03,-53.585,2.82648401826483,4.9726027397259,1.37722132471729
173,1850,134.47,132.24,-440.89,46,266.18,646.08,-55.6483333333333,-2.26190476190464,-14.9733333333334,-0.31291866028708
174,1860,135.24,132.99,-430.44,11.38,277.41,649.35,-53.9066666666667,1.48464912280698,-16.2297297297301,6.50812407680946
175,1870,136,133.73,-437.21,10,289.42,693.41,-55.035,1.13541666666661,-3.05333333333328,-17.0825688073393
176,1880,136.8,134.48,-442.66,18,291.71,600.31,-55.9433333333333,2.35912698412709,15.181818181818,-5.68629100084104
177,1890,137.64,135.25,-454.55,8.25,280.02,532.7,-57.925,0.429411764705873,15.168831168831,-2.25114155251145
178,1900,138.49,136.02,-456.74,18,268.34,527.77,-58.29,1.29432624113479,9.92857142857136,-2.4876712328767
179,1910,139.43,136.86,-464.04,24,260,509.61,-59.5066666666667,1.65635738831608,8.72093023255829,-2.65767634854772
180,1920,140.4,137.72,-473.68,42,252.5,483.99,-61.1133333333333,1.74915824915831,8.42696629213469,-2.46487006737248
181,1930,141.39,138.61,-484.07,92.38,245,458.38,-62.845,0.419696969696993,7.7216494845361,-4.72924187725636
182,1940,142.49,139.58,-486.84,60.33,237.51,445.28,-63.3066666666667,-0.22470238095241,7.2727272727274,6.476821192053
183,1950,143.61,140.57,-485.33,344,230.31,435.5,-63.055,1.48046875000003,4.73873873873867,-1.38874230430959
184,1960,144.89,141.68,-496.7,96.33,225.05,419.71,-64.95,-0.040051679586592,4.78181818181822,68.2903225806445
185,1970,146.18,142.78,-496.39,156.5,219.79,398.54,-64.8983333333333,-0.702380952380925,6.80833333333339,7.73389830508478
186,1980,147.58,143.98,-490.49,162,211.62,352.91,-63.915,0.164488017429216,8.74809160305343,6.7152317880795
187,1990,149.11,145.29,-492,98,200.16,363.05,-64.1666666666667,-0.159188034188079,6.22794117647053,-4.43624161073824
188,2000,150.67,146.65,-490.51,301,191.69,369.66,-63.9183333333333,0.517857142857139,-2.17088607594939,-6.21839080459768
189,2010,152.35,148.23,-495.73,296,195.12,337.2,-64.7883333333333,-0.492015968063829,-2.18471337579615,3.84381338742393
190,2020,154.02,149.8,-490.8,297.89,198.55,318.25,-63.9666666666667,0.423611111111078,-0.206060606060594,0.161592505854801
191,2030,155.7,151.45,-495.07,247,198.89,318.94,-64.6783333333333,-0.296626984126958,2.16184971098262,-6.84280936454847
192,2040,157.38,153.18,-492.08,184.27,195.15,339.4,-64.18,0.445109780439096,2.14942528735635,2.04932735426008
193,2050,159.05,154.92,-496.54,308,191.41,348.54,-64.9233333333333,-0.425595238095246,-0.803468208092486,-1.09790209790209
194,2060,160.73,156.65,-492.25,90.36,192.8,353.25,-64.2083333333333,NA,NA,NA
